query,platform,Unnamed: 2,label
"Crispy jalebi sardi me with Rabri|best combination 🤤|BhaiSwadHai15 Feb 2026, 21:13:58 GMT+05:30",YouTube,,0
"He Thought Clouds Were Soft What Happened Next Will Shock You 😱The Real Holic15 Feb 2026, 21:13:56 GMT+05:30",YouTube,,1
"ة تنظيف زهرة الياقوتية المائية بواسطة الذراع الميكانيكيFarmer's son -- Palm tree15 Feb 2026, 21:13:55 GMT+05:30",YouTube,,1
"Only Chefs Are Allowed to Cut This Fish in Korea 😳 #shortsvideoTHE FACT FORGE15 Feb 2026, 21:13:53 GMT+05:30",YouTube,,1
"Roka Teeka ❤️ || Poonam P BishtPoonam P Bisht15 Feb 2026, 21:13:52 GMT+05:30",YouTube,,1
"Shadi Ke Lehenge 🥰 #neetubisht #lakhneet #minivlog #wedding #lehenga #shadi  #mehndi #weddingdressNeetu Bisht15 Feb 2026, 21:13:51 GMT+05:30",YouTube,,1
"This is a very soft cake, almost like jelly in texture. #shortsBahtera World15 Feb 2026, 21:13:47 GMT+05:30",YouTube,,1
"Sonam Kapoor का baby shower BY BOLLYVIEW #shortsBOLLY VIEW15 Feb 2026, 21:13:45 GMT+05:30",YouTube,,1
"창턱 성형 공정Everyday Farmers15 Feb 2026, 21:13:38 GMT+05:30",YouTube,,1
"idli #entertainment #reels #food #recipe #reels #kitchenSimple life Vlog15 Feb 2026, 21:13:37 GMT+05:30",YouTube,,0
"తండ్రి సమాధిని తెరిచిన అమ్మాయి! కానీ సమాధి లోపల?#kncieview #telugunews#telugu #ytshorts #telugusongsKN CINEVIEW15 Feb 2026, 21:13:36 GMT+05:30",YouTube,,1
"అసలు భయపడరు 🥹😧 #minivlog #collegehaul #collegehaul #indianattire #collegelifememes #indianclothesDiana ammu15 Feb 2026, 21:13:34 GMT+05:30",YouTube,,1
"🔥Epoxy Flooring ఎందుకు?😱 #dailyfacts #facts #shortsRB FACT15 Feb 2026, 21:13:31 GMT+05:30",YouTube,,0
"“Bag of Worms” Feeling? Kahi Varicocele To Nahi! #shortsDr. Gangwani's Vascular Clinic15 Feb 2026, 21:13:30 GMT+05:30",YouTube,,1
"Wow amazing dance 😁❤️ @triggeredinsaan #liveinsaan #shortsTriggered Anaya 15 Feb 2026, 21:13:13 GMT+05:30",YouTube,,1
"Bahu thi Rasode mai 😌❤ @triggeredinsaan #ruchikarathore #triggeredinsaan #malhanfamilyQuick edit15 Feb 2026, 21:13:07 GMT+05:30",YouTube,,0
"suyash dance practice | #bollywood #sangeet #practice #suyashfamilyTmw Shivani Mehra15 Feb 2026, 21:12:53 GMT+05:30",YouTube,,1
"Couple traditional poses🥰 #shorts #shortsindia #telugu #teluguvlogs #shishacouple #housewarming #fyShivani & Shashi15 Feb 2026, 21:12:52 GMT+05:30",YouTube,,1
"dipi bhabhi Ghar a gai🥺don't troll dipi bhabhi dipika ibrahim Shoaib Ibrahim Saba Ibrahim New#shortsKunal Tomar fen 15 Feb 2026, 21:12:46 GMT+05:30",YouTube,,0
"Mr Lova Lova 👌👌👌👌 #trending #trendingshorts #food #love #hindisongঝুমা সরকার15 Feb 2026, 21:12:44 GMT+05:30",YouTube,,1
"Solve This If You are GeniusGk vista 15 Feb 2026, 21:12:43 GMT+05:30",YouTube,,1
"Furniture film #Kitchen countertop #Stove countertop film #Home decorationMembrane Dynamics15 Feb 2026, 21:12:33 GMT+05:30",YouTube,,1
"""The Mystery of Earth's Deepest Hole Explained by @SK show siddhukatariya2007#earth #factsSK show15 Feb 2026, 21:12:32 GMT+05:30",YouTube,,0
"Baby face reveal ko lekar Bharati Singh ki excitementAaj Ka Kharchaa15 Feb 2026, 21:12:19 GMT+05:30",YouTube,,1
"why salmon eggs are removed but not eaten #shortsMoments Brain 15 Feb 2026, 21:11:51 GMT+05:30",YouTube,,0
"#luckygameplayys drama explain 15 Feb 2026, 21:11:50 GMT+05:30",YouTube,,0
"Prerna di’s exterior of the new house 😱❤️ @triggeredinsaan #liveinsaan #shortsTriggered Anaya 15 Feb 2026, 21:11:49 GMT+05:30",YouTube,,1
"They got surprise on Prerna’s house 😨❤️@triggeredinsaan  #liveinsaan #shortsTriggered Anaya 15 Feb 2026, 21:11:22 GMT+05:30",YouTube,,1
"Nanny aur japa ki Gair maujud gi mein mujhe baby Ki Seva karni pad rahi hai Bharati SinghAaj Ka Kharchaa15 Feb 2026, 21:11:19 GMT+05:30",YouTube,,0
"Braces journey: From crooked teeth to straight teeth #braces #orthodontist #dentist #dentalNha Khoa Ocare15 Feb 2026, 21:11:16 GMT+05:30",YouTube,,0
"This Machine Eats Students’ Leftover Food 🤯Shivamic15 Feb 2026, 21:10:54 GMT+05:30",YouTube,,2
"నేను 5వ నెల ప్రెగ్నెంట్గా ఉన్నప్పుడు దీనికి చూడి ఇంజెక్షన్ వేసాను ఇప్పుడు అది చూలు కట్టింది ##cowNaidu Gari Ammai15 Feb 2026, 21:10:45 GMT+05:30",YouTube,,0
"🤩✨Akki shai in fire 🔥💃🏻#shorts #viral #dance #trending #youtubeshorts #shortvideo #viralvideoShai Shravani15 Feb 2026, 21:10:44 GMT+05:30",YouTube,,0
"Combler les interstices : ponçage des joints de carrelageBubble Summer15 Feb 2026, 21:10:39 GMT+05:30",YouTube,,1
"#alooparathasimple cooking 515 Feb 2026, 21:10:39 GMT+05:30",YouTube,,1
"Roka Date 🥰 || Poonam P BishtPoonam P Bisht15 Feb 2026, 21:10:37 GMT+05:30",YouTube,,1
"Butter Fried Tofu 🤤 | Crispy & Juicy Inside #DEAnnu Annu15 Feb 2026, 21:10:33 GMT+05:30",YouTube,,1
"#challenge#safa#wedding#barat#viralvideos#instalike#rajasthan#rajasthan#trending#viralreels#youtuberMahendr sharma safa wala15 Feb 2026, 21:10:31 GMT+05:30",YouTube,,1
"హర్యానా గేదెల సీక్రెట్ మీకు తెలుసా?#murrah #dairyanimals #murrahbreed #beauty #viralshort #farmingDr.Nagendrababu Vet15 Feb 2026, 21:10:10 GMT+05:30",YouTube,,0
"Live YouTube Is On!Waleed Sandhu15 Feb 2026, 21:10:09 GMT+05:30",YouTube,,1
"Using water bottles to protect fruit from insects #farm #garden #gardening #vegetables #fruitContainergarden15 Feb 2026, 21:10:06 GMT+05:30",YouTube,,0
"AIIMS Skills Lab: Suturing & Knot Tying Practice 🩺🥼…#neet #suturing #aiims #medicoAiimsonian Anu !!15 Feb 2026, 21:09:59 GMT+05:30",YouTube,,0
"How to make lollipops #shortsvideoGyanblasts15 Feb 2026, 21:09:56 GMT+05:30",YouTube,,1
"Sewa #darbarsahib #harmandirsahib #goldentempleramdasnagri15 Feb 2026, 21:09:53 GMT+05:30",YouTube,,1
"Surat most famous falooda #shortsARE YOU FOODIE15 Feb 2026, 21:09:49 GMT+05:30",YouTube,,1
"Baby bharti singh se pyar kar raha haiAaj Ka Kharchaa15 Feb 2026, 21:09:47 GMT+05:30",YouTube,,0
"This Hippo REALLY Wants a Watermelon 🦛🍉 #shortsInfi's Diary15 Feb 2026, 21:09:43 GMT+05:30",YouTube,,1
"기계식 스키닝 기계를 이용한 자동 연어 껍질 제거Everyday Farmers15 Feb 2026, 21:09:35 GMT+05:30",YouTube,,1
"Making video 🤣❤️ #trending #family #viral #funny #ytshortsYashu Sony Official15 Feb 2026, 21:09:34 GMT+05:30",YouTube,,1
"#wahguru #waheguru🙏 #gurbanishabad #kirtan #wahguru #waheguruji #gurbanishabad #kirtan #2025shortssanatani hindu sikh 1215 Feb 2026, 21:09:33 GMT+05:30",YouTube,,1
"dipi bhabhi Ghar a gai🥺don't troll dipi bhabhi dipika ibrahim Shoaib Ibrahim Saba Ibrahim New#shortsKunal Tomar fen 15 Feb 2026, 21:09:26 GMT+05:30",YouTube,,0
"baby aur Rupa didi donon car mein so gaye Bharati SinghAaj Ka Kharchaa15 Feb 2026, 21:09:19 GMT+05:30",YouTube,,1
"It's true 🥺❤️ #success #motivation #relatable #life #upsc #neet #explore #viral #shorts #emotionalHauslaPoint – Uplift Your Mind15 Feb 2026, 21:09:14 GMT+05:30",YouTube,,1
"DIY Mirror Decor #artshorts #diy #shortviral #homedecor #acrylicpainting #craftideas #diycraftsArt By Upasona15 Feb 2026, 21:09:14 GMT+05:30",YouTube,,0
"agriculture tractor skill #tractorRahul15 Feb 2026, 21:09:07 GMT+05:30",YouTube,,1
"amazing chocolate cake design #cake #chocolate #shortsfeed #feed #shorts #viralvideo #videoWlc Cake15 Feb 2026, 21:08:36 GMT+05:30",YouTube,,1
"cotton linen cutting with electric scissor 🫶😘🫰✂️ #justastitch #stitching #blousecuttingjust a stitch 15 Feb 2026, 21:08:35 GMT+05:30",YouTube,,1
"😱| Using 20 different chalks for Allah Calligraphy |✍️✨💌| #allah #art #shorts #viralvideoChalk Calligraphy15 Feb 2026, 21:08:06 GMT+05:30",YouTube,,1
"It is satisfying though !!! 🧅 #shorts #onion #cookingHardin Khao15 Feb 2026, 21:08:01 GMT+05:30",YouTube,,1
"ఉపాసన గారు 2021 లో సర్జరీ చేపిచ్చుకుంది.. #upasana #ramcharan #latestnews #chiranjivi #telugunewsMana News tv15 Feb 2026, 21:07:59 GMT+05:30",YouTube,,2
"All glasses are so beautiful 💗#malhanfamily #treading #subscribe @WanderersHub #triggeredinsaanTRIGGERED X SALEENA 15 Feb 2026, 21:07:52 GMT+05:30",YouTube,,1
"You found the most beautiful fabric on Earth 🌊✨Style Snap15 Feb 2026, 21:07:50 GMT+05:30",YouTube,,1
"سؤال محير ✨كيف يتم صنع ذلك بدون كسر الابره ❓❗#اكسبلور #طرز_مغربيتعليم غرز التطريز15 Feb 2026, 21:07:48 GMT+05:30",YouTube,,1
"Skillful Technique for Bundling Cooking Brooms – Make Your Broom Last Longer!STRUCTURE15 Feb 2026, 21:07:43 GMT+05:30",YouTube,,0
"Jab pehli baar keri test karae😅😅Anu Choudhary Vlogs15 Feb 2026, 21:07:06 GMT+05:30",YouTube,,1
"The drone shoot was amazing 😱❤️ @triggeredinsaan  #liveinsaan #shortsTriggered Anaya 15 Feb 2026, 21:07:04 GMT+05:30",YouTube,,1
"My soul left my body in the last second 😭 #shorts #relatable #shortsfeed #trending #aesthetic #fyp𝐌𝐞𝐚𝐝𝐨𝐯𝐯𝐱_15 Feb 2026, 21:07:02 GMT+05:30",YouTube,,1
"“The art of growing roots” #plants #craft #bonsai #foryou #grafting #growth #gardening #gardeningusaGreenArt15 Feb 2026, 21:07:01 GMT+05:30",YouTube,,0
"An amazing idea you'll wish you had known about before!افكار - Ideas15 Feb 2026, 21:06:56 GMT+05:30",YouTube,,1
"World's Biggest 11000 Kg Mahaprasad Making😍 #viral  #mahaprasad #shortvideo #explore #yotubeshortsMinal Naukariya15 Feb 2026, 21:06:52 GMT+05:30",YouTube,,1
"No Fireworks, No Problem! Watch This🎇😄 #shortsPretty Romantic15 Feb 2026, 21:06:43 GMT+05:30",YouTube,,1
"#reelsBordados del istmo15 Feb 2026, 21:06:30 GMT+05:30",YouTube,,1
"#Rolling dumpling# wrappers# into round# shapes# quickly and easily#shorts video#viral trendingMoni Kumari15 Feb 2026, 21:06:20 GMT+05:30",YouTube,,1
"Watermelon frozen treat 🫰🏼 #saraganeshpandy #healthylifestyle #saraganeshfamily #cookingSara Ganesh Pandy15 Feb 2026, 21:06:18 GMT+05:30",YouTube,,1
"Turnip greens regrowing in water at home, easy nutritious food.. #timelapsenature lapse 15 Feb 2026, 21:06:17 GMT+05:30",YouTube,,2
"dipi bhabhi Ghar a gai🥺don't troll dipi bhabhi dipika ibrahim Shoaib Ibrahim Saba Ibrahim New#shortsKunal Tomar fen 15 Feb 2026, 21:06:16 GMT+05:30",YouTube,,0
"✨అందరికీ happy maha shiva rathiri 🪷🙌🏻#shorts #viral #youtubeshorts #trending #shortvideoShai Shravani15 Feb 2026, 21:06:00 GMT+05:30",YouTube,,0
"When Technology Protects Nature🥰🤌🏻✨ #shortsPretty Romantic15 Feb 2026, 21:05:47 GMT+05:30",YouTube,,0
"Vammooo 😰 Don’t miss the fun #ytshorts #sahruda #sahrudafruitySahrudafruity15 Feb 2026, 21:05:44 GMT+05:30",YouTube,,1
"♥️🫠😍 Theme shoot for reference #youtube #minivlog #shivaratri #babyboy #shoot #short #exploreDivya Vlogs15 Feb 2026, 21:05:41 GMT+05:30",YouTube,,1
"Finally Roka Fix ❤️ #neetubisht #funny #lakhneet #comedy #youtubeshorts #trending #ytshorts #viralNeetu Bisht15 Feb 2026, 21:05:29 GMT+05:30",YouTube,,1
"Nikosam Napranam 💕 Yashusriya❤️ #lovers #couple #relationship #marriage #lovestory #happinessU Turns Creations15 Feb 2026, 21:05:24 GMT+05:30",YouTube,,1
"Fun time😍 #sirichalla #sirichallaofficial #momlife #youtubeshorts #youtubeSiri challa Official15 Feb 2026, 21:05:23 GMT+05:30",YouTube,,1
"❤️❤️ #bhammukiduniyaBhammu Ki Duniya15 Feb 2026, 21:05:13 GMT+05:30",YouTube,,1
"Bu’s little paw care routine🩵🫧💅🐱 #animalshorts #pets #animals #cat #catvideos #catsdindin.inparis 15 Feb 2026, 21:03:39 GMT+05:30",YouTube,,1
"చిరంజీవి గారి గొప్పతనం ఇంతకన్నా ఎలా చెప్పగలం #chiranjeevi granddaughter naming ceremony #ramcharanYM Media15 Feb 2026, 21:03:38 GMT+05:30",YouTube,,1
"He promised to wear it everyday💗🤌#triggeredinsaan#nischaymalhan#fukrainsaan#abhishek #shorts#viralTheCelebsEdit 15 Feb 2026, 21:03:37 GMT+05:30",YouTube,,0
"japanes Big puti fish cutting skills 🐠🐟#shorts #shortvideo #cuttingskills #entertainment #satisfyingSHAHVAJ CUTTING SKILLS 15 Feb 2026, 21:03:35 GMT+05:30",YouTube,,0
"Dopamine candle cleaning #wax #decompress #asmr #relax#waxjugasmrGleisner Beckley15 Feb 2026, 21:03:34 GMT+05:30",YouTube,,1
"baby Kitna healthy aur pyara lag raha hai Bharati SinghAaj Ka Kharchaa15 Feb 2026, 21:03:31 GMT+05:30",YouTube,,0
"ప్లీజ్ ఫేక్ న్యూస్ లు spread చేయకండి అంటున్న శివ జ్యోతి#shivajyothi #trending #gangu#celebrity#viralMRP forever15 Feb 2026, 21:03:30 GMT+05:30",YouTube,,1
"లోకి తో డాన్స్ 💃🏻 #viral #dance#trending danc#ytshortsLoki Anji Entertainment15 Feb 2026, 21:03:27 GMT+05:30",YouTube,,0
"regrowing garlic greens at home in water for 12 days #naturallysourced #eatgreennature lapse 15 Feb 2026, 21:03:03 GMT+05:30",YouTube,,1
"dipi bhabhi Ghar a gai🥺don't troll dipi bhabhi dipika ibrahim Shoaib Ibrahim Saba Ibrahim New#shortsKunal Tomar fen 15 Feb 2026, 21:02:54 GMT+05:30",YouTube,,0
"అంజి మనకున్నది ఒకటే చెల్లె🍿🤣#viral #comedy #funny #minivlogU Turns Creations15 Feb 2026, 21:02:53 GMT+05:30",YouTube,,1
"Daddy bidda❤️😘 #stellaraj777 #trending #yadammaraju #viral #viralvideoStellaRaj 77715 Feb 2026, 21:02:51 GMT+05:30",YouTube,,1
"Goosebumps the moment she started speaking 🗣️💯 || ias toppers interviewAspirant Chronicles15 Feb 2026, 21:02:50 GMT+05:30",YouTube,,1
"8 de enero de 2026Lucenzo Arte15 Feb 2026, 21:02:36 GMT+05:30",YouTube,,1
"lavanya thripathi varuntej wife emotional visuals|#lavanyatripathi #sidhutvSIDHUTV NETWORK15 Feb 2026, 21:02:35 GMT+05:30",YouTube,,1
"తిరుపతి అయోధ్య మేడారం🙏🙏#god#devotional#facts#viral#trending#knowledge#study#india#hindu#telugu#lordManaki EmiTelusu15 Feb 2026, 21:02:34 GMT+05:30",YouTube,,1
"నాటుకోడి 🐣🐣🐣  #viralshorts #villagelife #shorts #trending #instagram #reels #natukodi #viral #comedyS.S Edits90115 Feb 2026, 21:02:17 GMT+05:30",YouTube,,1
"Friend’s wedding rehearsals | With Gulsu 💃🏻❤️ | Malavika KrishnadasMalavika Krishnadas15 Feb 2026, 21:01:42 GMT+05:30",YouTube,,1
"dipi bhabhi Ghar a gai🥺don't troll dipi bhabhi dipika ibrahim Shoaib Ibrahim Saba Ibrahim New#shortsKunal Tomar fen 15 Feb 2026, 21:01:31 GMT+05:30",YouTube,,0
"మమ్మీ ఫాస్ట్ టైమ్ చాయ్ పెట్టిన🤣🙆🏻‍♂️#comedy#viral #family#minivlogU Turns Family15 Feb 2026, 21:01:30 GMT+05:30",YouTube,,1
"PACKING TAP 2 INCH MADHAV PACK IN HINDIMadhav Pack15 Feb 2026, 21:01:29 GMT+05:30",YouTube,,1
"Yellamma song Loki dance ❤️🥰 #viral #viral #love #minivlog #shortvideo #familyU Turns Creations15 Feb 2026, 21:01:28 GMT+05:30",YouTube,,1
"dipi bhabhi Ghar a gai🥺don't troll dipi bhabhi dipika ibrahim Shoaib Ibrahim Saba Ibrahim New#shortsKunal Tomar fen 15 Feb 2026, 21:01:19 GMT+05:30",YouTube,,0
"Bharati Singh ne Rupa didi Se Baby Kaju Ke samne dhire baat karne ke liye boleAaj Ka Kharchaa15 Feb 2026, 21:01:15 GMT+05:30",YouTube,,1
"దోస కోసం అదిరిపోయే టిప్#funnyshorts#funnyvideos#innovativeideas#creativeideasidendiramama_official15 Feb 2026, 21:01:13 GMT+05:30",YouTube,,1
"Maha Shivaratri subhakankshalu 🙏#abhishakam #shivayya #shivaratri #itsmelayaIt's Me LayaVinay15 Feb 2026, 21:01:12 GMT+05:30",YouTube,,0
"రామ్ చరణ్ భార్యకి ఫస్ట్ అబ్బాయి పుట్టాడు డాక్టర్ చెప్తున్నాడు...Upasana doctor About RamCharan SonSSP TV15 Feb 2026, 21:01:11 GMT+05:30",YouTube,,1
"Ruchika teasing Nischay 😜🤤🎀 #ruchikarathore #shorts #shortsfeed @triggeredinsaanyt obsessed 15 Feb 2026, 21:01:08 GMT+05:30",YouTube,,1
"Bhagwan kabhi bhakt ko akela nahi chhodte 🔱 #bhakti #faith #devotionalshortsDivine words15 Feb 2026, 21:01:04 GMT+05:30",YouTube,,0
"రాంచరణ్ గారి కొడుకుకి చెవిలోకి నీళ్లు పోకుండా.. #ramcharan #upasana #chiranjivi #latestnews #newsMana News tv15 Feb 2026, 21:00:58 GMT+05:30",YouTube,,2
"👍డాడీ వంటలు💕  పులిహోర #trending #  mutton pickle,# family cooking #viral #shortvideosU Turns Creations15 Feb 2026, 21:00:55 GMT+05:30",YouTube,,1
"అప్పటికప్పుడు రూమ్ ఖాళీ చెయ్యమంటే ఎలా 😌#trending#food#faujilyfstyle#recipe#viralvideoVikkY ldeas and vlogs15 Feb 2026, 21:00:46 GMT+05:30",YouTube,,1
"ruchika mami is best all time 🥰The_Any_Motion15 Feb 2026, 21:00:38 GMT+05:30",YouTube,,1
"Aunty Maid making dosa for Asher😱❤️@triggeredinsaan #liveinsaan #shortsTriggered Anaya 15 Feb 2026, 21:00:34 GMT+05:30",YouTube,,0
"Get ready with me 😍 #viral #shortvideo #vlog #teluguvibes #minivlog #teluguvibes15 Feb 2026, 21:00:33 GMT+05:30",YouTube,,1
"Baingan Bharta or Vangyacha Bharit #shortscookininshort15 Feb 2026, 21:00:29 GMT+05:30",YouTube,,0
"🥔French fries🍟￼🤤 #trending #family #cooking #viralvideo #shortsfeed #viral #shorts #vlogU Turns Creations15 Feb 2026, 21:00:20 GMT+05:30",YouTube,,1
"కొత్త రెసిపీ🏡 డాడీ వంటలు 💕#trending #family #అటుకులతో కొత్త recipe #viral #food #mini vlogYashu Sony Official15 Feb 2026, 20:59:55 GMT+05:30",YouTube,,1
"Ela cheppe bava unte chalu🥰 #sushmagopal #charanlakkaraju #loveSushma Gopal15 Feb 2026, 20:59:52 GMT+05:30",YouTube,,1
"A date with Boss Full Movie || Telugu Full Movies 2024 || Ravi Siva Teja || Viraajitha || InfinitumInfinitum Movies15 Feb 2026, 13:54:21 GMT+05:30",YouTube,,1
"Dear Mardal Yours Bava Full Movie || Telugu Full Movies || Swetha Ghattamaneni || Mohit PedadaInfinitum Movies15 Feb 2026, 13:52:21 GMT+05:30",YouTube,,0
"Ram Charan Explores His Daughter Klin Kaara Konidela's Beautiful Nursery | Upasana Konidela | TupakiTupaki15 Feb 2026, 13:51:16 GMT+05:30",YouTube,,1
"Billions of fans billions of dreams Let’s #DreamForTheTeam with Oreo15 Feb 2026, 13:48:40 GMT+05:30",YouTube,,1
"An Ayodhya Miracle Right Before Ram Mandir Installation 🙏✨#sarjasisters #hanumantemple #jaishriramAishwarya Arjun & Anjana Arjun15 Feb 2026, 11:24:55 GMT+05:30",YouTube,,0
"Can you relate to this? 🤭🎀 @triggeredinsaan #triggeredinsaan #nischaymalhan #relatableQuick edit15 Feb 2026, 11:24:54 GMT+05:30",YouTube,,1
"abhishek New song released 😎#triggerdinsaan #fukrainsaan #shortsTriggered Ahaana 15 Feb 2026, 11:24:53 GMT+05:30",YouTube,,0
"dipi bhabhi Ghar a gai🥺don't troll dipi bhabhi dipika ibrahim Shoaib Ibrahim Saba Ibrahim New#shortsKunal Tomar fen 15 Feb 2026, 11:24:51 GMT+05:30",YouTube,,0
"har har mahadev #harharmahadev #shivshankar #bhakti@Abhi Vlogs15 Feb 2026, 11:24:50 GMT+05:30",YouTube,,1
"Special day Shopping 🛍️ ❤️ || Poonam P BishtPoonam P Bisht15 Feb 2026, 11:24:43 GMT+05:30",YouTube,,2
"dipi bhabhi Ghar a gai🥺don't troll dipi bhabhi dipika ibrahim Shoaib Ibrahim Saba Ibrahim New#shortsKunal Tomar fen 15 Feb 2026, 11:24:42 GMT+05:30",YouTube,,0
"Allu Arjun about his son 👦 #alluarjun #shortsTfi15 Feb 2026, 11:24:40 GMT+05:30",YouTube,,1
"Tejasswi Prakash Favourite Aloo Tuk Recipe | #shorts #viral #youtubeshorts #trending #sindhi #foodMasala Home15 Feb 2026, 11:24:39 GMT+05:30",YouTube,,1
"శివజ్యోతి కీ కూతురు మహాలక్ష్మి పుట్టింది😍#shivajyothi#delivery#girl#shorts#viral#millionviews#trendmemes pila Sri 15 Feb 2026, 11:24:38 GMT+05:30",YouTube,,1
"19 Bachche Hai Mufti Tariq Masood | #shortsBAYAN ZONE 1st15 Feb 2026, 11:24:37 GMT+05:30",YouTube,,0
"Reality Of Thailand Spa 😰 Sarllive Hair Spa Bangkok ( +66-0942242966 ) #neetubisht #lakhneetNeetu Bisht15 Feb 2026, 11:24:36 GMT+05:30",YouTube,,0
"customer order Udit papad 😍🙋🧿🙏 #youtubeshorts #friedpapad #papad #ytshorts #shortsfeed #shortvideo🙏🧿ANNAPURNA GRUH UDYOG 15 Feb 2026, 11:24:34 GMT+05:30",YouTube,,1
"Aman Lucknow Classes is liveAman Lucknow Classes15 Feb 2026, 11:24:28 GMT+05:30",YouTube,,1
"Saas Sasur Ji Ko Diya Surprise ❤️ #neetubisht #lakhneet #youtubeshorts #minivlog #viral #trendingNeetu Bisht15 Feb 2026, 11:24:24 GMT+05:30",YouTube,,1
